,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Sl No,Cast Number,Posting Date,Grade,Wt(MT),%SI,%FE,%TI,%V,%CU,%MN,OTHIMP,%AL
,1,556575,01.03.2024,W000,12.395,0.06,0.16,0.002,0.01,0.001,0.005,0.02,99.742
,2,556577,01.03.2024,W000,39.599,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,3,556581,02.03.2024,W000,29.369,0.06,0.14,0.001,0.001,0.001,0.005,0.02,99.772
,4,556585,02.03.2024,W000,37.206,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,5,556589,02.03.2024,W000,12.509,0.06,0.16,0.001,0.003,0.001,0.005,0.02,99.75
,6,556593,03.03.2024,W000,31.408,0.06,0.14,0.001,0.003,0.001,0.005,0.02,99.77
,7,556597,03.03.2024,W000,33.775,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,8,556601,04.03.2024,W000,29.402,0.11,0.14,0.001,0.002,0.001,0.005,0.02,99.721
,9,556605,04.03.2024,W000,35.509,0.06,0.13,0.001,0.002,0.001,0.005,0.02,99.781
,10,556609,05.03.2024,W000,34.312,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,11,556615,05.03.2024,W000,28.627,0.06,0.14,0.002,0.005,0.001,0.004,0.02,99.768
,12,556619,06.03.2024,W000,19.14,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,13,556623,06.03.2024,W000,29.622,0.06,0.13,0.002,0.006,0.001,0.005,0.02,99.776
,14,556627,06.03.2024,W000,27.169,0.06,0.14,0.002,0.006,0.001,0.005,0.02,99.766
,15,556631,07.03.2024,W000,29.992,0.06,0.12,0.001,0.002,0.001,0.004,0.02,99.792
,16,556635,07.03.2024,W000,32.025,0.08,0.15,0.002,0.007,0.001,0.004,0.02,99.736
,17,556639,08.03.2024,W000,34.052,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,18,556643,08.03.2024,W000,38.316,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,19,556647,09.03.2024,W000,30.06,0.06,0.15,0.001,0.006,0.001,0.004,0.02,99.758
,20,556651,09.03.2024,W000,8.553,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,21,556653,09.03.2024,W000,27.068,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,22,556657,10.03.2024,W000,33.712,0.06,0.16,0.002,0.008,0.001,0.005,0.02,99.744
,23,556661,10.03.2024,W000,37.474,0.06,0.17,0.002,0.005,0.001,0.006,0.02,99.736
,24,556665,11.03.2024,W000,29.156,0.06,0.15,0.001,0.004,0.001,0.005,0.02,99.759
,25,556669,11.03.2024,W000,29.581,0.06,0.15,0.001,0.004,0.001,0.006,0.02,99.758
,26,556673,12.03.2024,W000,39.4,0.06,0.15,0.001,0.003,0.001,0.005,0.02,99.76
,27,556677,12.03.2024,W000,31.187,0.06,0.14,0.002,0.006,0.001,0.005,0.02,99.766
,28,556681,12.03.2024,W000,18.526,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,29,556685,13.03.2024,W000,36.777,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,30,556689,13.03.2024,W000,19.064,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,31,556693,14.03.2024,W000,16.364,0.06,0.15,0.001,0.002,0.001,0.005,0.02,99.761
,32,556697,15.03.2024,W000,32.243,0.06,0.16,0.001,0.003,0.001,0.005,0.02,99.75
,33,556701,15.03.2024,W000,12.101,0.06,0.15,0.001,0.002,0.001,0.005,0.02,99.761
,34,556703,15.03.2024,W000,19.172,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,35,556707,16.03.2024,W000,28.132,0.06,0.17,0.001,0.002,0.001,0.005,0.02,99.741
,36,556711,16.03.2024,W000,30.87,0.06,0.15,0.001,0.002,0.001,0.005,0.02,99.761
,37,556715,17.03.2024,W000,30.916,0.06,0.15,0.001,0.003,0.001,0.005,0.02,99.76
,38,556719,17.03.2024,W000,32.609,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,39,556723,18.03.2024,W000,34.701,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,40,556727,18.03.2024,W000,8.005,0.06,0.19,0.001,0.005,0.001,0.005,0.02,99.718
,41,556729,19.03.2024,W000,28.221,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,42,556733,19.03.2024,W000,29.028,0.06,0.15,0.001,0.001,0.001,0.005,0.02,99.762
,43,556737,20.03.2024,W000,37.361,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,44,556741,20.03.2024,W000,30.925,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,45,556745,21.03.2024,W000,31.297,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,46,556749,21.03.2024,W000,26.448,0.06,0.15,0.001,0.003,0.001,0.005,0.02,99.76
,47,556753,22.03.2024,W000,31.089,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,48,556757,22.03.2024,W000,32.71,0.06,0.15,0.002,0.008,0.001,0.005,0.02,99.754
,49,556761,22.03.2024,W000,4.007,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,50,556765,23.03.2024,W000,23.388,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,51,556769,24.03.2024,W000,8.287,0.05,0.16,0.002,0.012,0.001,0.005,0.02,99.75
,52,556773,24.03.2024,W000,29.03,0.06,0.13,0.001,0.004,0.001,0.005,0.02,99.779
,53,556777,24.03.2024,W000,33.132,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,54,556781,25.03.2024,W000,32.406,0.06,0.16,0.001,0.005,0.001,0.005,0.02,99.748
,55,556785,25.03.2024,W000,37.152,0.06,0.15,0.001,0.002,0.001,0.005,0.02,99.761
,56,556789,25.03.2024,W000,4.139,0.06,0.14,0.001,0.003,0.001,0.005,0.02,99.77
,57,556793,26.03.2024,W000,33.202,0.06,0.18,0.001,0.007,0.001,0.005,0.02,99.726
,58,556797,26.03.2024,W000,24.876,0.06,0.17,0.001,0.004,0.001,0.004,0.02,99.74
,59,556801,27.03.2024,W000,30.997,0.08,0.15,0.002,0.006,0.001,0.004,0.02,99.737
,60,556805,27.03.2024,W000,30.94,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,61,556809,28.03.2024,W000,23.487,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,62,556813,28.03.2024,W000,32.459,0.06,0.16,0.002,0.007,0.001,0.005,0.02,99.745
,63,556817,28.03.2024,W000,16.466,0.06,0.16,0.001,0.004,0.001,0.004,0.02,99.75
,64,556821,29.03.2024,W000,39.267,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,65,556825,30.03.2024,W000,2.063,0.06,0.14,0.002,0.006,0.001,0.005,0.02,99.766
,66,556829,30.03.2024,W000,22.321,0.06,0.15,0.001,0.003,0.001,0.005,0.02,99.76
,67,556833,30.03.2024,W000,28.103,0.06,0.19,0.002,0.012,0.001,0.005,0.02,99.71
,68,556837,31.03.2024,W000,33.141,0.06,0.16,0.001,0.005,0.001,0.005,0.02,99.748
,69,556841,31.03.2024,W000,26.907,0.06,0.16,0.003,0.013,0.001,0.005,0.02,99.738
,70,556845,01.04.2024,W000,6.207,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,71,556849,01.04.2024,W000,37.401,0.06,0.17,0.001,0.002,0.001,0.005,0.02,99.741
,72,556853,01.04.2024,W000,29.028,0.06,0.14,0.002,0.008,0.001,0.005,0.02,99.764
,73,556857,02.04.2024,W000,29.111,0.06,0.16,0.003,0.008,0.001,0.004,0.02,99.744
,74,556863,03.04.2024,W000,30.78,0.06,0.16,0.002,0.004,0.001,0.004,0.02,99.749
,75,556867,03.04.2024,W000,32.512,0.06,0.15,0.002,0.007,0.001,0.004,0.02,99.756
,76,556871,04.04.2024,W000,34.642,0.06,0.16,0.003,0.008,0.001,0.004,0.02,99.744
,77,556875,04.04.2024,W000,34.697,0.06,0.17,0.001,0.002,0.001,0.005,0.02,99.741
,78,556879,05.04.2024,W000,22.411,0.06,0.14,0.001,0.004,0.001,0.004,0.02,99.77
,79,556883,05.04.2024,W000,31.878,0.06,0.17,0.002,0.004,0.001,0.004,0.02,99.739
,80,556887,05.04.2024,W000,26.026,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,81,556891,06.04.2024,W000,34.684,0.06,0.16,0.001,0.004,0.001,0.004,0.02,99.75
,82,556895,06.04.2024,W000,32.692,0.06,0.2,0.003,0.007,0.001,0.005,0.02,99.704
,83,556899,07.04.2024,W000,36.891,0.06,0.17,0.004,0.008,0.001,0.005,0.02,99.732
,84,556903,07.04.2024,W000,30.652,0.06,0.16,0.003,0.008,0.001,0.004,0.02,99.744
,85,556907,08.04.2024,W000,34.013,0.06,0.19,0.002,0.005,0.001,0.004,0.02,99.718
,86,556911,08.04.2024,W000,30.123,0.05,0.17,0.002,0.007,0.001,0.004,0.02,99.746
,87,556915,08.04.2024,W000,16.431,0.08,0.16,0.003,0.01,0.001,0.004,0.02,99.722
,88,556919,09.04.2024,W000,24.404,0.06,0.15,0.002,0.006,0.001,0.004,0.02,99.757
,89,556923,10.04.2024,W000,8.155,0.06,0.13,0.002,0.003,0.001,0.004,0.02,99.78
,90,556927,10.04.2024,W000,34.691,0.06,0.17,0.001,0.005,0.001,0.004,0.02,99.739
,91,556931,10.04.2024,W000,28.569,0.05,0.16,0.001,0.004,0.001,0.004,0.02,99.76
,92,556935,11.04.2024,W000,29.057,0.05,0.22,0.001,0.002,0.001,0.004,0.02,99.702
,93,556939,11.04.2024,W000,38.566,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,94,556943,12.04.2024,W000,40.719,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,95,556947,12.04.2024,W000,32.847,0.006,0.17,0.001,0.002,0.001,0.004,0.02,99.796
,96,556951,12.04.2024,W000,6.17,0.06,0.15,0.003,0.009,0.001,0.004,0.02,99.753
,97,556955,13.04.2024,W000,30.754,0.06,0.14,0.001,0.005,0.001,0.004,0.02,99.769
,98,556959,13.04.2024,W000,12.354,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,99,556963,14.04.2024,W000,28.719,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,100,556967,15.04.2024,W000,8.073,0.06,0.14,0.001,0.004,0.001,0.004,0.02,99.77
,101,556971,15.04.2024,W000,32.492,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,102,556975,15.04.2024,W000,28.127,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,103,556979,16.04.2024,W000,30.13,0.06,0.13,0.002,0.005,0.001,0.004,0.02,99.778
,104,556983,16.04.2024,W000,28.096,0.06,0.13,0.001,0.003,0.001,0.003,0.02,99.782
,105,556987,17.04.2024,W000,8.046,0.06,0.16,0.003,0.009,0.001,0.004,0.02,99.743
,106,556991,17.04.2024,W000,34.136,0.06,0.14,0.001,0.001,0.001,0.004,0.02,99.773
,107,556993,17.04.2024,W000,6.134,0.06,0.16,0.003,0.009,0.001,0.004,0.02,99.743
,108,557001,19.04.2024,W000,36.673,0.06,0.13,0.001,0.006,0.001,0.004,0.02,99.778
,109,557005,19.04.2024,W000,26.523,0.05,0.13,0.002,0.006,0.001,0.004,0.02,99.787
,110,557009,20.04.2024,W000,14.236,0.06,0.13,0.002,0.009,0.001,0.003,0.02,99.775
,111,557013,20.04.2024,W000,32.73,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,112,557017,20.04.2024,W000,26.452,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,113,557021,21.04.2024,W000,26.459,0.06,0.13,0.002,0.005,0.001,0.004,0.02,99.778
,114,557025,21.04.2024,W000,38.851,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,115,557029,22.04.2024,W000,32.298,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,116,557033,22.04.2024,W000,34.583,0.06,0.14,0.004,0.011,0.001,0.003,0.02,99.761
,117,557037,23.04.2024,W000,12.205,0.06,0.16,0.001,0.003,0.001,0.004,0.02,99.751
,118,557041,23.04.2024,W000,35.877,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,119,557045,23.04.2024,W000,8.134,0.06,0.14,0.002,0.004,0.001,0.004,0.02,99.769
,120,557049,24.04.2024,W000,28.279,0.06,0.16,0.002,0.004,0.001,0.005,0.02,99.748
,121,557053,24.04.2024,W000,19.47,0.06,0.14,0.004,0.01,0.001,0.004,0.02,99.761
,122,557057,25.04.2024,W000,41.237,0.06,0.13,0.002,0.003,0.001,0.004,0.02,99.78
,123,557061,26.04.2024,W000,34.96,0.05,0.15,0.003,0.012,0.001,0.004,0.02,99.76
,124,557065,26.04.2024,W000,35.03,0.06,0.3,0.003,0.005,0.001,0.005,0.02,99.606
,125,557069,27.04.2024,W000,28.923,0.05,0.14,0.001,0.002,0.001,0.004,0.02,99.782
,126,557073,27.04.2024,W000,33.032,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,127,557077,28.04.2024,W000,33.057,0.05,0.14,0.002,0.003,0.001,0.004,0.02,99.78
,128,557081,28.04.2024,W000,35.186,0.05,0.12,0.001,0.002,0.001,0.004,0.02,99.802
,129,557085,29.04.2024,W000,16.53,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,130,557089,29.04.2024,W000,26.762,0.06,0.14,0.004,0.012,0.001,0.004,0.02,99.759
,131,557093,29.04.2024,W000,27.743,0.06,0.16,0.004,0.011,0.001,0.004,0.02,99.74
,132,557097,30.04.2024,W000,30.633,0.06,0.14,0.003,0.006,0.001,0.004,0.02,99.766
,133,557101,30.04.2024,W000,22.993,0.06,0.17,0.003,0.007,0.001,0.004,0.02,99.735
,134,557103,30.04.2024,W000,10.414,0.06,0.18,0.003,0.007,0.001,0.004,0.02,99.725
,135,557107,01.05.2024,W000,37.161,0.06,0.16,0.002,0.003,0.001,0.004,0.02,99.75
,136,557111,01.05.2024,W000,20.713,0.06,0.15,0.002,0.005,0.001,0.004,0.02,99.758
,137,557115,01.05.2024,W000,24.764,0.06,0.16,0.004,0.012,0.001,0.004,0.02,99.739
,138,557119,02.05.2024,W000,22.615,0.05,0.14,0.002,0.006,0.001,0.004,0.02,99.777
,139,557123,02.05.2024,W000,30.923,0.06,0.15,0.005,0.012,0.001,0.004,0.02,99.748
,140,557127,03.05.2024,W000,26.598,0.06,0.15,0.005,0.011,0.001,0.004,0.02,99.749
,141,557131,03.05.2024,W000,32.998,0.05,0.18,0.004,0.01,0.001,0.004,0.02,99.731
,142,557135,03.05.2024,W000,6.136,0.05,0.16,0.003,0.007,0.001,0.004,0.02,99.755
,143,557139,04.05.2024,W000,30.117,0.05,0.16,0.001,0.002,0.001,0.004,0.02,99.762
,144,557143,05.05.2024,W000,18.566,0.05,0.14,0.001,0.002,0.001,0.004,0.02,99.782
,145,557147,05.05.2024,W000,30.65,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,146,557151,06.05.2024,W000,24.749,0.05,0.16,0.001,0.003,0.001,0.004,0.02,99.761
,147,557155,06.05.2024,W000,33.068,0.05,0.14,0.001,0.001,0.001,0.004,0.02,99.783
,148,557159,07.05.2024,W000,6.232,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,149,557163,07.05.2024,W000,26.838,0.06,0.16,0.002,0.005,0.001,0.003,0.02,99.749
,150,557167,08.05.2024,W000,31.063,0.06,0.16,0.001,0.001,0.001,0.003,0.02,99.754
,151,557171,08.05.2024,W000,26.927,0.06,0.14,0.001,0.001,0.001,0.003,0.02,99.774
,152,557175,09.05.2024,W000,21.968,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,153,557177,10.05.2024,W000,3.204,0.05,0.16,0.001,0.002,0.001,0.004,0.02,99.762
,154,557181,12.05.2024,W000,6.218,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,155,557185,12.05.2024,W000,23.686,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,156,557189,12.05.2024,W000,33.315,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,157,557193,13.05.2024,W000,31.041,0.05,0.13,0.001,0.001,0.001,0.003,0.02,99.794
,158,557197,13.05.2024,W000,25.607,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,159,557201,14.05.2024,W000,30.641,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,160,557205,14.05.2024,W000,28.364,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,161,557209,15.05.2024,W000,33.485,0.05,0.14,0.001,0.004,0.001,0.004,0.02,99.78
,162,557213,15.05.2024,W000,28.507,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,163,557217,15.05.2024,W000,4.17,0.06,0.16,0.001,0.001,0.001,0.004,0.02,99.753
,164,557221,16.05.2024,W000,26.561,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,165,557225,17.05.2024,W000,31.396,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,166,557229,17.05.2024,W000,24.381,0.05,0.16,0.001,0.001,0.001,0.003,0.02,99.764
,167,557233,18.05.2024,W000,28.584,0.05,0.15,0.002,0.003,0.001,0.003,0.02,99.771
,168,557237,19.05.2024,W000,25.567,0.05,0.17,0.001,0.001,0.001,0.004,0.02,99.753
,169,557241,19.05.2024,W000,29.546,0.06,0.14,0.001,0.001,0.001,0.004,0.02,99.773
,170,557245,20.05.2024,W000,24.567,0.06,0.16,0.001,0.001,0.001,0.004,0.02,99.753
,171,557249,20.05.2024,W000,28.581,0.05,0.14,0.001,0.001,0.001,0.003,0.02,99.784
,172,557253,20.05.2024,W000,2.028,0.06,0.18,0.001,0.002,0.001,0.003,0.02,99.733
,173,557257,21.05.2024,W000,6.252,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,174,557261,22.05.2024,W000,30.529,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,175,557265,22.05.2024,W000,14.551,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,176,557269,23.05.2024,W000,22.879,0.06,0.15,0.001,0.001,0.001,0.004,0.02,99.763
,177,557273,23.05.2024,W000,22.858,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,178,557277,24.05.2024,W000,26.719,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,179,557281,24.05.2024,W000,34.526,0.06,0.13,0.002,0.005,0.001,0.003,0.02,99.779
,180,557285,25.05.2024,W000,29.169,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,181,557289,25.05.2024,W000,36.111,0.05,0.14,0.002,0.004,0.001,0.003,0.02,99.78
,182,557293,26.05.2024,W000,33.123,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,183,557299,26.05.2024,W000,27.34,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,184,557303,26.05.2024,W000,10.365,0.05,0.15,0.001,0.002,0.001,0.003,0.02,99.773
,185,557307,27.05.2024,W000,32.496,0.06,0.14,0.002,0.002,0.001,0.003,0.02,99.772
,186,557311,27.05.2024,W000,30.452,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,187,557315,28.05.2024,W000,34.84,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,188,557319,28.05.2024,W000,28.697,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,189,557325,30.05.2024,W000,30.619,0.06,0.13,0.003,0.008,0.001,0.004,0.02,99.774
,190,557329,30.05.2024,W000,20.359,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,191,557333,31.05.2024,W000,30.684,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,192,557337,31.05.2024,W000,22.539,0.06,0.15,0.002,0.006,0.001,0.004,0.02,99.757
,193,557341,31.05.2024,W000,6.164,0.06,0.14,0.002,0.005,0.001,0.004,0.02,99.768
,194,557345,01.06.2024,W000,29.788,0.05,0.13,0.002,0.004,0.001,0.003,0.02,99.79
,195,557349,01.06.2024,W000,19.006,0.06,0.16,0.001,0.003,0.001,0.004,0.02,99.751
,196,557353,02.06.2024,W000,28.303,0.06,0.16,0.002,0.003,0.001,0.003,0.02,99.751
,197,557357,02.06.2024,W000,31.022,0.05,0.15,0.003,0.008,0.001,0.003,0.02,99.765
,198,557361,03.06.2024,W000,22.893,0.05,0.14,0.003,0.008,0.001,0.004,0.02,99.774
,199,557365,03.06.2024,W000,35.688,0.05,0.17,0.001,0.002,0.001,0.003,0.02,99.753
,200,557369,03.06.2024,W000,4.224,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,201,557373,05.06.2024,W000,20.862,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,202,557375,05.06.2024,W000,19.052,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,203,557379,05.06.2024,W000,26.463,0.05,0.15,0.002,0.006,0.001,0.003,0.02,99.768
,204,557383,06.06.2024,W000,30.872,0.05,0.15,0.001,0.002,0.001,0.004,0.02,99.772
,205,557387,06.06.2024,W000,20.537,0.05,0.14,0.001,0.002,0.001,0.003,0.02,99.783
,206,557391,06.06.2024,W000,8.191,0.06,0.14,0.002,0.005,0.001,0.003,0.02,99.769
,207,557397,07.06.2024,W000,30.594,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,208,557401,08.06.2024,W000,31.129,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,209,557405,08.06.2024,W000,29.106,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,210,557409,09.06.2024,W000,28.625,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,211,557413,09.06.2024,W000,42.931,0.06,0.14,0.001,0.001,0.001,0.004,0.02,99.773
,212,557417,10.06.2024,W000,33.218,0.06,0.19,0.001,0.002,0.001,0.003,0.02,99.723
,213,557421,10.06.2024,W000,36.748,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,214,557425,11.06.2024,W000,34.933,0.06,0.13,0.001,0.003,0.001,0.003,0.02,99.782
,215,557429,11.06.2024,W000,38.092,0.06,0.21,0.001,0.002,0.001,0.004,0.02,99.702
,216,557433,12.06.2024,W000,35.928,0.06,0.14,0.001,0.001,0.001,0.003,0.02,99.774
,217,557437,13.06.2024,W000,27.387,0.06,0.16,0.001,0.004,0.001,0.003,0.02,99.751
,218,557441,14.06.2024,W000,10.218,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,219,557445,14.06.2024,W000,30.962,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,220,557449,14.06.2024,W000,29.677,0.06,0.15,0.001,0.001,0.001,0.003,0.02,99.764
,221,557453,15.06.2024,W000,27.329,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,222,557457,15.06.2024,W000,13.61,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,223,557461,16.06.2024,W000,29.141,0.06,0.13,0.003,0.009,0.001,0.003,0.02,99.774
,224,557465,16.06.2024,W000,25.833,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,225,557469,17.06.2024,W000,35.67,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,226,557473,17.06.2024,W000,6.424,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,227,557477,19.06.2024,W000,39.432,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,228,557481,19.06.2024,W000,33.038,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,229,557485,20.06.2024,W000,31.164,0.06,0.16,0.001,0.001,0.001,0.003,0.02,99.754
,230,557489,20.06.2024,W000,31.319,0.05,0.13,0.002,0.008,0.001,0.003,0.02,99.786
,231,557493,21.06.2024,W000,32.645,0.05,0.17,0.001,0.001,0.001,0.004,0.02,99.753
,232,557497,21.06.2024,W000,37.509,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,233,557501,22.06.2024,W000,33.5,0.06,0.13,0.002,0.005,0.001,0.004,0.02,99.778
,234,557505,22.06.2024,W000,31.523,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,235,557509,23.06.2024,W000,25.005,0.05,0.17,0.001,0.002,0.001,0.004,0.02,99.752
,236,557513,23.06.2024,W000,39.624,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,237,557517,23.06.2024,W000,2.058,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,238,557521,24.06.2024,W000,14.481,0.05,0.2,0.001,0.002,0.001,0.004,0.02,99.722
,239,557523,25.06.2024,W000,12.445,0.05,0.15,0.002,0.007,0.001,0.003,0.02,99.767
,240,557527,25.06.2024,W000,35.088,0.05,0.16,0.001,0.002,0.001,0.003,0.02,99.763
,241,557531,25.06.2024,W000,31.064,0.05,0.25,0.001,0.002,0.001,0.004,0.02,99.672
,242,557535,26.06.2024,W000,32.342,0.06,0.19,0.003,0.008,0.001,0.004,0.02,99.714
,243,557539,26.06.2024,W000,25.985,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,244,557543,27.06.2024,W000,31.182,0.06,0.19,0.002,0.003,0.001,0.004,0.02,99.72
,245,557547,28.06.2024,W000,8.392,0.06,0.18,0.001,0.001,0.001,0.004,0.02,99.733
,246,557551,28.06.2024,W000,23.021,0.06,0.15,0.001,0.003,0.001,0.003,0.02,99.762
,247,557555,29.06.2024,W000,8.319,0.06,0.18,0.001,0.003,0.001,0.004,0.02,99.731
,248,557559,29.06.2024,W000,33.359,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,249,557563,29.06.2024,W000,31.126,0.05,0.14,0.001,0.002,0.001,0.004,0.02,99.782
,250,557567,30.06.2024,W000,35.572,0.05,0.22,0.002,0.004,0.001,0.003,0.02,99.7
,251,557571,30.06.2024,W000,37.233,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,252,557575,01.07.2024,W000,29.018,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,253,557579,01.07.2024,W000,31.018,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,254,557583,01.07.2024,W000,24.872,0.06,0.16,0.002,0.003,0.001,0.003,0.02,99.751
,255,557587,02.07.2024,W000,33.155,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,256,557591,02.07.2024,W000,26.974,0.06,0.16,0.003,0.011,0.001,0.004,0.02,99.741
,257,557595,03.07.2024,W000,27.032,0.05,0.17,0.001,0.003,0.001,0.003,0.02,99.752
,258,557599,03.07.2024,W000,34.547,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,259,557603,04.07.2024,W000,27.135,0.06,0.24,0.002,0.008,0.001,0.004,0.02,99.665
,260,557607,04.07.2024,W000,12.43,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,261,557609,04.07.2024,W000,8.273,0.06,0.18,0.003,0.012,0.001,0.004,0.02,99.72
,262,557613,05.07.2024,W000,31.243,0.06,0.17,0.002,0.006,0.001,0.004,0.02,99.737
,263,557617,05.07.2024,W000,22.871,0.06,0.18,0.002,0.003,0.001,0.004,0.02,99.73
,264,557619,05.07.2024,W000,8.181,0.06,0.16,0.002,0.003,0.001,0.004,0.02,99.75
,265,557623,06.07.2024,W000,33.369,0.05,0.16,0.001,0.003,0.001,0.004,0.02,99.761
,266,557627,06.07.2024,W000,33.408,0.06,0.19,0.002,0.003,0.001,0.004,0.02,99.72
,267,557631,07.07.2024,W000,31.456,0.05,0.16,0.001,0.003,0.001,0.003,0.02,99.762
